               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.054199,            0.069573,            0.011658,             0.48128,             0.32457,             0.32739,             0.16234,            0.056245,            0.088138,            0.015202,            0.006436,            0.006436,            0.006436
                  38,            0.054678,            0.068603,             0.01194,             0.48396,             0.32483,                0.32,             0.15876,            0.056483,            0.087412,            0.014885,            0.006337,            0.006337,            0.006337
                  39,            0.053544,            0.067989,            0.011495,             0.50986,             0.32519,              0.3359,             0.16764,            0.056026,            0.086946,            0.014783,            0.006238,            0.006238,            0.006238
                  40,             0.05396,            0.067986,            0.011466,             0.47071,             0.32018,             0.32321,             0.16279,            0.056057,            0.087331,            0.015174,            0.006139,            0.006139,            0.006139
                  41,            0.053732,            0.068445,            0.011403,             0.53146,              0.3239,             0.34033,             0.17475,            0.055398,            0.086531,             0.01467,             0.00604,             0.00604,             0.00604
                  42,            0.054095,            0.067753,            0.011492,             0.47006,             0.34071,             0.33644,             0.17108,            0.055851,            0.086801,            0.014904,            0.005941,            0.005941,            0.005941
                  43,            0.053643,            0.067952,            0.011217,             0.47889,             0.34164,             0.34636,             0.17207,            0.055596,            0.087205,            0.014586,            0.005842,            0.005842,            0.005842
                  44,             0.05351,            0.067676,            0.011395,             0.45614,               0.353,             0.34321,             0.17661,             0.05569,            0.086538,            0.014525,            0.005743,            0.005743,            0.005743
                  45,            0.052928,            0.066422,            0.011167,             0.52808,             0.32593,             0.34812,             0.18073,            0.055507,            0.086571,             0.01477,            0.005644,            0.005644,            0.005644
                  46,             0.05307,            0.068182,            0.010968,              0.5155,             0.35402,             0.35402,             0.18289,            0.055203,            0.086968,            0.014427,            0.005545,            0.005545,            0.005545
                  47,            0.052904,            0.066946,            0.010907,              0.5413,             0.34421,             0.35675,             0.18531,            0.055103,             0.08667,            0.014452,            0.005446,            0.005446,            0.005446
                  48,            0.052815,            0.067448,            0.010953,             0.49509,             0.35298,             0.35603,             0.18422,            0.054952,            0.085943,            0.014256,            0.005347,            0.005347,            0.005347
                  49,            0.052754,            0.066799,            0.010951,              0.5338,             0.33729,             0.35501,              0.1831,            0.054946,             0.08597,            0.014441,            0.005248,            0.005248,            0.005248
