               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.044292,            0.058337,           0.0075487,             0.66699,              0.4447,             0.49408,             0.28535,            0.047323,             0.07979,            0.011302,            0.002872,            0.002872,            0.002872
                  38,             0.04405,            0.057729,           0.0073781,             0.65026,             0.44482,             0.49578,             0.29051,            0.047185,            0.079274,            0.011007,            0.002674,            0.002674,            0.002674
                  39,            0.043932,            0.058855,           0.0074615,             0.66726,             0.43822,             0.49265,             0.28908,            0.047233,            0.079634,            0.011125,            0.002476,            0.002476,            0.002476
                  40,            0.044062,            0.057863,           0.0073804,             0.65216,             0.44693,             0.49751,             0.28839,             0.04722,            0.079822,            0.011141,            0.002278,            0.002278,            0.002278
                  41,            0.043767,            0.057961,           0.0073506,             0.69106,             0.42453,              0.4992,             0.28982,            0.047304,            0.080526,            0.011136,             0.00208,             0.00208,             0.00208
                  42,            0.043528,             0.05747,           0.0070407,             0.65194,             0.44202,             0.49824,             0.29209,            0.047171,            0.079603,            0.011016,            0.001882,            0.001882,            0.001882
                  43,            0.043359,             0.05781,           0.0071568,             0.72595,             0.42366,             0.50572,             0.29399,            0.047102,            0.079392,            0.011061,            0.001684,            0.001684,            0.001684
                  44,            0.043389,            0.056746,           0.0070429,             0.68329,              0.4329,              0.4993,             0.29244,            0.047067,            0.079783,            0.011102,            0.001486,            0.001486,            0.001486
                  45,            0.043342,            0.057445,           0.0070893,             0.69998,             0.43997,             0.50584,             0.29498,            0.047033,             0.07978,            0.011093,            0.001288,            0.001288,            0.001288
                  46,            0.043186,            0.057792,            0.007229,             0.68797,             0.43773,             0.50147,             0.29213,             0.04703,            0.079752,              0.0111,             0.00109,             0.00109,             0.00109
                  47,            0.043525,            0.057899,           0.0072243,             0.71138,             0.42892,             0.50114,             0.29495,            0.046981,            0.079941,            0.011107,            0.000892,            0.000892,            0.000892
                  48,            0.043079,            0.056582,           0.0069656,             0.71337,             0.43224,             0.50543,             0.29547,            0.046939,             0.07968,            0.011005,            0.000694,            0.000694,            0.000694
                  49,             0.04313,            0.057025,           0.0070065,             0.72775,             0.43561,             0.50335,             0.29476,            0.046922,            0.079667,            0.011021,            0.000496,            0.000496,            0.000496
