               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  63,            0.057081,            0.071494,            0.092237,             0.57334,             0.33716,             0.36723,             0.16651,            0.058742,            0.089917,             0.15064,            0.003862,            0.003862,            0.003862
                  64,            0.056837,            0.071682,             0.08974,              0.5513,             0.34229,             0.36409,             0.17001,            0.058821,            0.090302,             0.15842,            0.003763,            0.003763,            0.003763
                  65,            0.056477,            0.071822,            0.089523,             0.55766,             0.33145,              0.3623,             0.16385,            0.058833,            0.090024,             0.15554,            0.003664,            0.003664,            0.003664
                  66,            0.056501,            0.070383,            0.089487,             0.54036,             0.33867,             0.36825,             0.17175,            0.058772,            0.090101,             0.15632,            0.003565,            0.003565,            0.003565
                  67,            0.056585,            0.071489,            0.088092,             0.59677,             0.32981,             0.37055,             0.17147,            0.058599,            0.089961,             0.15422,            0.003466,            0.003466,            0.003466
                  68,              0.0566,            0.071173,            0.088171,             0.59035,             0.34217,             0.37131,             0.16677,            0.058534,            0.089742,             0.15415,            0.003367,            0.003367,            0.003367
                  69,            0.055829,            0.070267,            0.085575,             0.55429,             0.34089,             0.36369,              0.1688,            0.058358,            0.090086,             0.15361,            0.003268,            0.003268,            0.003268
                  70,            0.055922,            0.070538,            0.085933,             0.56757,              0.3348,             0.36814,             0.16716,            0.058365,            0.089676,             0.15879,            0.003169,            0.003169,            0.003169
                  71,            0.055976,            0.070324,            0.084751,             0.57897,             0.33986,             0.37045,             0.17199,            0.058168,            0.089476,             0.15753,             0.00307,             0.00307,             0.00307
                  72,            0.055771,            0.069976,            0.085782,             0.55665,             0.33657,              0.3611,             0.16913,            0.058354,            0.089721,             0.16635,            0.002971,            0.002971,            0.002971
                  73,            0.055536,             0.07048,            0.085541,             0.58931,             0.33155,             0.36971,             0.17056,            0.058071,            0.089318,              0.1537,            0.002872,            0.002872,            0.002872
                  74,            0.055445,            0.069696,            0.083607,             0.56573,             0.34228,             0.36955,             0.17219,            0.057947,            0.089391,             0.15483,            0.002773,            0.002773,            0.002773
                  75,            0.055466,            0.070084,            0.086381,             0.58687,             0.35389,             0.38767,             0.17974,            0.057912,            0.088914,              0.1502,            0.002674,            0.002674,            0.002674
                  76,            0.055491,            0.069203,            0.083883,             0.56994,             0.34218,             0.37165,             0.17549,            0.057899,            0.089172,             0.15403,            0.002575,            0.002575,            0.002575
                  77,            0.055408,            0.069472,            0.083275,             0.54875,             0.35116,             0.37831,             0.18024,            0.057543,             0.08872,             0.15216,            0.002476,            0.002476,            0.002476
                  78,            0.055175,            0.069128,            0.084032,             0.54409,             0.33988,              0.3705,             0.17659,            0.057802,            0.089009,             0.15514,            0.002377,            0.002377,            0.002377
                  79,            0.055027,            0.070279,            0.080399,             0.55459,             0.34396,             0.37352,             0.17655,            0.057683,            0.088854,             0.15305,            0.002278,            0.002278,            0.002278
                  80,            0.055367,            0.069327,            0.082136,             0.58881,             0.34178,             0.37808,             0.18019,            0.057516,            0.088832,             0.15753,            0.002179,            0.002179,            0.002179
                  81,            0.054973,            0.069059,            0.080792,             0.55855,             0.35493,             0.37228,             0.17897,            0.057598,            0.088982,             0.15529,             0.00208,             0.00208,             0.00208
                  82,            0.055072,            0.069403,            0.080815,             0.55278,               0.357,             0.37587,             0.17679,            0.057551,            0.088702,             0.15764,            0.001981,            0.001981,            0.001981
                  83,            0.054632,            0.068987,            0.079062,             0.53496,             0.34887,             0.37089,             0.17804,            0.057573,            0.088726,             0.15898,            0.001882,            0.001882,            0.001882
                  84,            0.054574,            0.069311,            0.078311,             0.55273,             0.35038,                0.37,             0.17962,             0.05737,            0.088622,             0.15972,            0.001783,            0.001783,            0.001783
                  85,            0.054577,            0.068984,            0.077166,             0.60767,              0.3324,             0.37433,             0.17843,            0.057414,            0.088705,             0.15903,            0.001684,            0.001684,            0.001684
                  86,            0.054257,            0.068858,            0.077297,             0.57533,             0.34331,             0.37647,             0.17714,            0.057319,            0.088642,             0.15818,            0.001585,            0.001585,            0.001585
                  87,            0.054259,            0.068618,            0.077571,             0.57267,             0.35105,             0.37556,             0.17913,             0.05724,            0.088662,             0.15897,            0.001486,            0.001486,            0.001486
                  88,            0.054302,            0.068221,            0.077323,              0.5751,             0.35429,             0.37997,             0.18093,            0.057181,            0.088588,             0.15491,            0.001387,            0.001387,            0.001387
                  89,            0.054139,            0.068065,            0.075534,              0.5852,             0.35305,             0.38115,             0.18283,            0.057135,            0.088282,             0.15809,            0.001288,            0.001288,            0.001288
                  90,            0.053939,            0.067388,             0.07627,             0.54146,             0.35649,             0.37933,             0.18163,            0.057187,            0.088428,             0.15703,            0.001189,            0.001189,            0.001189
                  91,            0.053978,            0.067796,            0.075534,             0.59451,             0.32937,             0.37259,             0.17918,            0.057103,            0.088598,             0.15999,             0.00109,             0.00109,             0.00109
                  92,            0.053787,            0.068526,            0.076793,             0.57176,             0.34208,             0.37842,             0.18226,            0.057007,            0.088098,             0.15805,            0.000991,            0.000991,            0.000991
                  93,            0.053897,            0.068859,            0.073838,             0.58653,              0.3458,             0.37669,             0.17947,            0.057088,            0.088368,             0.15946,            0.000892,            0.000892,            0.000892
                  94,             0.05418,            0.069023,            0.074786,              0.5958,             0.35037,             0.38525,             0.18458,            0.057052,            0.088055,               0.162,            0.000793,            0.000793,            0.000793
                  95,             0.05415,            0.068277,            0.074393,             0.55781,             0.35047,             0.38033,             0.18449,            0.056982,            0.088157,             0.15973,            0.000694,            0.000694,            0.000694
                  96,            0.053703,            0.067531,            0.073254,             0.55583,             0.35215,             0.37733,             0.18304,            0.056963,            0.088186,             0.16053,            0.000595,            0.000595,            0.000595
                  97,            0.053908,            0.067194,             0.07338,             0.56798,             0.35243,             0.38102,             0.18581,            0.056868,            0.087871,             0.16021,            0.000496,            0.000496,            0.000496
                  98,            0.053787,            0.068526,            0.073568,             0.54197,             0.36319,             0.38209,             0.18583,            0.056894,            0.088014,             0.15906,            0.000397,            0.000397,            0.000397
                  99,            0.053507,            0.067209,            0.071459,             0.54972,             0.36199,             0.38336,             0.18556,            0.056869,             0.08802,             0.16054,            0.000298,            0.000298,            0.000298
